Current_Rep,Seller,Date,Doc_Type,Doc_No,Customer,Customer_Group,Material_Code,Amount,Sales_Qty,Ship_To_State,Billing_Country,Material_Name,Broad_Phase,Product_Phase,Particle_size,Pore_size,ID_(mm),Length_(mm),List_price,Price_Floor,Specification
Sales Rep A,Sales Rep A,7/4/2025,Standard Sales Order,SO2024003292,ACCT_1172_SUX,ACCT_1172,FAKE-00765,471.04,2,CA,USA,"HPLC Column,  Bio-C8",RP,Bio-C8,3,300,2,10,302.3,235.52,2.1mmx10mm
Sales Rep A,Sales Rep D,10/31/2024,Standard Sales Order,SO2025003293,ACCT_1172_JXV,ACCT_1172,FAKE-00072,602.04,1,CA,USA,"HPLC Column,  Zenix SEC-150",SEC,Zenix SEC,3,150,7.8,50,713.0,534.75,7.8mmx50mm
Sales Rep C,Sales Rep C,11/16/2024,Standard Sales Order,SO2023003294,ACCT_1172_BLF,ACCT_1172,FAKE-00916,2121.28,2,MA,USA,SiliaPrepX HLB Polymer Bulk Resin,Bulk,Null,Null,Null,Null,Null,815.88,716.72,Null
Sales Rep B,Sales Rep B,11/29/2024,Standard Sales Order,SO2024003295,ACCT_1172_CVK,ACCT_1172,FAKE-00845,13218.0,10,NY,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,4.6,300,1016.77,842.28,4.6mmx300mm
Sales Rep A,Sales Rep A,12/26/2024,Standard Sales Order,SO2025003296,ACCT_1172_CRO,ACCT_1172,FAKE-00370,10272.6,3,,South Korea,"HPLC Column,  Unix-C SEC-300",SEC,Unix-C SEC,1.8,300,4.6,300,2634.0,1975.5,4.6mmx300mm
Sales Rep C,Sales Rep B,8/9/2023,Standard Sales Order,SO2023003297,ACCT_1172_KDN,ACCT_1172,FAKE-00955,921.08,1,MD,USA,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,4.6,300,968.55,761.35,4.6mmx300mm
Sales Rep B,Sales Rep B,4/7/2025,Standard Sales Order,SO2024003298,ACCT_1172_VIN,ACCT_1172,FAKE-00604,3842.86,2,MD,USA,"HPLC Column,  PolyRP-NP1.7",RP,PolyRP,1.7,NP,2.1,50,1478.02,1214.29,2.1mmx50mm
Sales Rep B,Sales Rep A,11/7/2024,Standard Sales Order,SO2025003299,ACCT_1172_QDI,ACCT_1172,FAKE-00097,1501.84,1,IL,USA,"HPLC Column,  SRT-C SEC-150",SEC,SRT-C SEC,5,150,7.8,50,1155.26,821.34,7.8mmx50mm
Sales Rep A,Sales Rep D,12/23/2024,Standard Sales Order,SO2023003300,ACCT_1172_RDC,ACCT_1172,FAKE-00137,3812.3,5,CA,USA,"HPLC Column,  Zenix-C SEC-150",SEC,Zenix-C SEC,3,150,7.8,300,761.7,684.26,7.8mmx300mm
Sales Rep B,Sales Rep A,4/13/2025,Standard Sales Order,SO2024003301,ACCT_1172_BKO,ACCT_1172,FAKE-00107,1538.07,1,NC,USA,"HPLC Column,  Zenix SEC-100",SEC,Zenix SEC,3,100,4.6,300,1247.72,1113.05,4.6mmx300mm
Sales Rep C,Sales Rep C,9/11/2024,Standard Sales Order,SO2025003302,ACCT_1172_AIG,ACCT_1172,FAKE-01173,3885.06,2,WA,USA,"HPLC Column,  Zenix SEC-150",SEC,Zenix SEC,3,150,4.6,300,1494.25,1293.8,4.6mmx300mm
Sales Rep D,Sales Rep B,11/16/2023,Standard Sales Order,SO2023003303,ACCT_1172_NDJ,ACCT_1172,FAKE-00765,7197.87,3,NY,USA,"HPLC Column,  Unix SEC-200",SEC,Unix SEC,1.8,200,4.6,150,1953.0,1757.7,4.6mmx150mm
Sales Rep C,Sales Rep A,7/10/2025,Standard Sales Order,SO2024003304,ACCT_1172_SNZ,ACCT_1172,FAKE-00280,1802.7,1,,India,"HPLC Column,  SRT-C SEC-300 PEEK",SEC,SRT-C SEC,5,300,4.6,300,2003.0,1802.7,4.6mmx300mm
Sales Rep B,Sales Rep B,11/16/2024,Standard Sales Order,SO2025003305,ACCT_1172_LFM,ACCT_1172,FAKE-01201,2666.3,1,CA,USA,"HPLC Column,  Unix SEC-200",SEC,Unix SEC,1.8,200,4.6,150,2051.0,1845.9,4.6mmx150mm
Sales Rep C,Sales Rep D,10/16/2024,Standard Sales Order,SO2023003306,ACCT_1172_SVF,ACCT_1172,FAKE-00976,8203.0,10,MD,USA,"HPLC Column,  HP-Amino",NP,HP-Amino,5,120,4.6,150,631.0,540.9,4.6mmx150mm
Sales Rep B,Sales Rep C,9/25/2024,Standard Sales Order,SO2024003307,ACCT_1172_UOO,ACCT_1172,FAKE-00137,1251.55,1,WA,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,50,1246.24,905.87,4.6mmx50mm
Sales Rep D,Sales Rep B,3/16/2025,Standard Sales Order,SO2025003308,ACCT_1172_HCX,ACCT_1172,FAKE-00247,14558.6,10,DE,USA,rWAX-NP10,IEX,rWAX,10,NP,4.6,50,1263.87,1082.04,4.6mmx50mm
Sales Rep C,Sales Rep A,4/1/2025,Standard Sales Order,SO2023003309,ACCT_1172_DZG,ACCT_1172,FAKE-01187,1746.2,1,TX,USA,"HPLC Column, SRT SEC-500",SEC,SRT SEC,5,500,7.8,200,1343.23,1005.83,7.8mmx200mm
Sales Rep A,Sales Rep A,10/1/2024,Standard Sales Order,SO2024003310,ACCT_1172_WPT,ACCT_1172,FAKE-01177,3762.9,3,NE,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,4.6,300,1263.81,1073.39,4.6mmx300mm
Sales Rep C,Sales Rep D,7/19/2025,Standard Sales Order,SO2025003311,ACCT_1172_NPZ,ACCT_1172,FAKE-00137,5743.4,5,PA,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,7.8,300,946.33,759.12,7.8mmx300mm
Sales Rep A,Sales Rep D,5/8/2025,Standard Sales Order,SO2023003312,ACCT_1172_CYN,ACCT_1172,FAKE-00494,1695.97,1,,Poland,"HPLC Column,  Proteomix SCX-NP5",IEX,Proteomix SCX,5,NP,4,10,1304.59,929.36,4mmx10mm
Sales Rep C,Sales Rep A,9/28/2024,Standard Sales Order,SO2024003313,ACCT_1172_MVE,ACCT_1172,FAKE-00945,3358.77,3,CA,USA,"6.6 x 150 col. 1fix 1adj ep - Sepax logo, REV B for EZ system",FPLC Empty Column,Generik FPLC Empty Column AF,Null,Null,Null,Null,861.22,640.93,1.44 - 4.09 ml
Sales Rep B,Sales Rep D,3/13/2023,Standard Sales Order,SO2025003314,ACCT_1172_EJK,ACCT_1172,FAKE-00328,1600.3,1,,Taiwan,"HPLC Column,  Proteomix SCX-NP3",IEX,Proteomix SCX,3,NP,4.6,30,1231.0,923.25,4.6mmx33mm
Sales Rep B,Sales Rep C,12/1/2024,Standard Sales Order,SO2023003315,ACCT_1172_OHM,ACCT_1172,FAKE-00636,1111.59,1,,South Korea,"5 x 400 col. 1fix 1adj ep - Sepax logo, REV B for EZ system",FPLC Empty Column,Generik FPLC Empty Column,Null,Null,Null,Null,867.55,683.11,6.09 - 7.27 ml
Sales Rep B,Sales Rep C,7/30/2025,Standard Sales Order,SO2024003316,ACCT_1172_FWU,ACCT_1172,FAKE-01131,15158.0,10,CA,USA,"HPLC Column,  Proteomix HIC Butyl-NP5",HIC,Proteomix HIC Butyl,5,NP,4.6,35,1166.0,816.2,4.6mmx35mm
Sales Rep C,Sales Rep D,5/11/2024,Standard Sales Order,SO2025003317,ACCT_1172_UZN,ACCT_1172,FAKE-01160,2021.5,2,,Poland,"HPLC Column,  SRT SEC-300",SEC,SRT SEC,5,300,7.8,50,1260.38,1010.75,7.8mmx50mm
Sales Rep A,Sales Rep A,3/10/2025,Standard Sales Order,SO2023003318,ACCT_1172_WJM,ACCT_1172,FAKE-00067,1501.57,1,NY,USA,"HPLC Column,  SRT SEC-750",SEC,SRT SEC,5,750,7.8,300,1155.05,1008.67,7.8mmx300mm
Sales Rep D,Sales Rep C,11/13/2024,Standard Sales Order,SO2024003319,ACCT_1172_IIP,ACCT_1172,FAKE-00072,4342.8,3,,Ireland,"HPLC Column,  Zenix SEC-150",SEC,Zenix SEC,3,150,7.8,200,1124.42,946.48,7.8mmx200mm
Sales Rep D,Sales Rep C,7/28/2023,Standard Sales Order,SO2025003320,ACCT_1172_GFJ,ACCT_1172,FAKE-01092,48750.0,20,MA,USA,"HPLC Column,  SRT SEC-300",SEC,SRT SEC,5,300,7.8,300,1875.0,1312.5,7.8mmx300mm
Sales Rep D,Sales Rep B,4/23/2025,Standard Sales Order,SO2023003321,ACCT_1172_LWG,ACCT_1172,FAKE-00337,403.17,1,,France,"HPLC Column, Sepax, Carbomix Ca-NP5, 8% Crosslinkage",Carbomix,Carbomix Ca,5,NP,4.6,50,310.13,260.51,4.6mmx50mm
Sales Rep D,Sales Rep D,11/1/2024,Standard Sales Order,SO2024003322,ACCT_1172_DKT,ACCT_1172,FAKE-00845,3670.67,1,PA,USA,"HPLC Column, SRT SEC-2000",SEC,SRT SEC,5,2000,10,300,3704.0,3148.4,10mmx300mm
Sales Rep A,Sales Rep D,4/6/2025,Standard Sales Order,SO2025003323,ACCT_1172_RPE,ACCT_1172,FAKE-00477,2324.4,1,CA,USA,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,4.6,300,1788.0,1609.2,4.6mmx300mm
Sales Rep D,Sales Rep B,3/3/2025,Standard Sales Order,SO2023003324,ACCT_1172_DVV,ACCT_1172,FAKE-00494,1282.34,1,,Germany,SRT-10 SEC-500,SEC,SRT-10 SEC,10,500,10,300,1429.32,1049.69,10mmx300mm
Sales Rep C,Sales Rep B,8/4/2025,Standard Sales Order,SO2024003325,ACCT_1172_VIL,ACCT_1172,FAKE-00916,1699.91,1,MA,USA,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,4.6,300,1541.0,1155.75,4.6mmx300mm
Sales Rep B,Sales Rep C,10/28/2024,Service sales order,SO2025003326,ACCT_1172_OZT,ACCT_1172,FAKE-00407,1169.44,1,,Mexico,"HPLC Column,  SRT-10 SEC-500",SEC,SRT-10 SEC,10,500,7.8,300,1053.02,929.53,7.8mmx300mm
Sales Rep A,Sales Rep B,2/27/2025,Standard Sales Order,SO2023003327,ACCT_1172_NTL,ACCT_1172,FAKE-00765,6151.2,10,CA,USA,"HPLC Column, SRT SEC-2000",SEC,SRT SEC,5,2000,7.8,150,550.93,443.48,7.8mmx150mm
Sales Rep D,Sales Rep A,6/26/2024,Standard Sales Order,SO2024003328,ACCT_1172_NIB,ACCT_1172,FAKE-00477,10318.0,10,IA,USA,"HPLC Column,  GP-C18",RP,GP-C18,5,120,4.6,150,1228.37,1031.8,4.6mmx150mm
Sales Rep B,Sales Rep A,8/24/2025,Standard Sales Order,SO2025003329,ACCT_1172_ZMX,ACCT_1172,FAKE-00238,10704.15,5,MA,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,150,1877.0,1689.3,4.6mmx150mm
Sales Rep B,Sales Rep D,11/23/2024,Standard Sales Order,SO2023003330,ACCT_1172_BPB,ACCT_1172,FAKE-00767,10249.84,2,WA,USA,"HPLC Column,  Zenix-C SEC-150",SEC,Zenix-C SEC,3,150,10,300,4631.0,3936.35,10mmx300mm
Sales Rep D,Sales Rep D,6/28/2025,Standard Sales Order,SO2024003331,ACCT_1172_UHS,ACCT_1172,FAKE-00238,1683.02,1,,Japan,"HPLC Column,  Proteomix SAX-NP10",IEX,Proteomix SAX,10,NP,4.6,250,1335.0,1001.25,4.6mmx250mm
Sales Rep B,Sales Rep B,1/27/2025,Standard Sales Order,SO2025003332,ACCT_1172_ARC,ACCT_1172,FAKE-00248,8166.7,10,,Switzerland,"HPLC Column,  Zenix-C SEC-80",SEC,Zenix-C SEC,3,80,7.8,50,934.73,784.65,7.8mmx50mm
Sales Rep A,Sales Rep C,2/5/2025,Standard Sales Order,SO2023003333,ACCT_1172_OOJ,ACCT_1172,FAKE-00248,694.14,1,,United Kingdom,"HPLC Column,  Zenix SEC-150",SEC,Zenix SEC,3,150,7.8,50,535.45,404.22,7.8mmx50mm
Sales Rep C,Sales Rep D,12/1/2024,Service sales order,SO2024003334,ACCT_1172_SEM,ACCT_1172,FAKE-00540,5479.55,5,TX,USA,"HPLC Column, BioMix SEC-300",SEC,BioMIX SEC,3,300,10,300,843.01,694.82,10mmx300mm
Sales Rep A,Sales Rep B,3/22/2024,Standard Sales Order,SO2025003335,ACCT_1172_TLZ,ACCT_1172,FAKE-00719,5608.2,2,OK,USA,"HPLC Column,  Unix-C SEC-300",SEC,Unix-C SEC,1.8,300,4.6,150,2157.0,1941.3,4.6mmx150mm
Sales Rep A,Sales Rep C,1/11/2024,Standard Sales Order,SO2023003336,ACCT_1172_GCE,ACCT_1172,FAKE-00444,4820.6,5,,Switzerland,"""10-32 peek fitting"", also known as ""Fingertight connector 1/16"" male"", 5 pcs /package",Accessories,Adapter,Null,Null,Null,Null,972.75,836.65,Null
Sales Rep C,Sales Rep D,5/16/2025,Standard Sales Order,SO2024003337,ACCT_1172_SSX,ACCT_1172,FAKE-00945,3218.8,1,,Ireland,"HPLC Column,  Zenix-C SEC-80",SEC,Zenix-C SEC,3,80,7.8,300,2476.0,1857.0,7.8mmx300mm
Sales Rep D,Sales Rep C,8/12/2025,Standard Sales Order,SO2025003338,ACCT_1172_FOL,ACCT_1172,FAKE-00144,1086.64,2,FL,USA,"HPLC Column,  Proteomix WAX-NP10",IEX,Proteomix WAX,10,NP,4.6,50,599.0,449.25,4.6mmx50mm
Sales Rep A,Sales Rep C,3/19/2025,Standard Sales Order,SO2023003339,ACCT_1172_BLX,ACCT_1172,FAKE-01179,1113.23,1,,Denmark,"HPLC Column,  SRT-C SEC-2000",SEC,SRT-C SEC,5,2000,4.6,150,1004.38,741.49,4.6mmx150mm
Sales Rep B,Sales Rep A,7/20/2024,Standard Sales Order,SO2024003340,ACCT_1172_FKD,ACCT_1172,FAKE-00648,22057.8,20,GA,USA,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,7.8,50,848.38,698.38,7.8mmx50mm
Sales Rep C,Sales Rep D,9/21/2024,Standard Sales Order,SO2025003341,ACCT_1172_JPC,ACCT_1172,FAKE-00477,865.26,1,MA,USA,"HPLC Column,  SRT SEC-500 PEEK",SEC,SRT SEC,5,500,4.6,50,773.0,695.7,4.6mmx50mm
Sales Rep B,Sales Rep A,12/7/2023,Standard Sales Order,SO2023003342,ACCT_1172_KPL,ACCT_1172,FAKE-00429,1232.66,1,NJ,USA,"HPLC Column,  Proteomix HIC Butyl-NP5",HIC,Proteomix HIC Butyl,5,NP,4.6,35,1286.0,964.5,4.6mmx35mm
Sales Rep D,Sales Rep B,2/12/2024,Standard Sales Order,SO2024003343,ACCT_1172_VTR,ACCT_1172,FAKE-00137,1366.15,1,CA,USA,Monomix Core 60 Bulk Media - ml,Null,Null,Null,Null,Null,Null,1340.29,1115.15,Null
Sales Rep D,Sales Rep B,6/22/2025,Standard Sales Order,SO2025003344,ACCT_1172_HFO,ACCT_1172,FAKE-00335,1476.27,1,CA,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,10,300,1135.59,995.14,10mmx300mm
Sales Rep B,Sales Rep A,9/7/2024,Standard Sales Order,SO2023003345,ACCT_1172_IIA,ACCT_1172,FAKE-00691,6843.12,4,,Lithuania,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,7.8,200,1921.0,1440.75,7.8mmx200mm
Sales Rep A,Sales Rep D,4/15/2025,Standard Sales Order,SO2024003346,ACCT_1172_JHA,ACCT_1172,FAKE-00280,1290.7,2,,Germany,"HPLC Column,  SRT-C SEC-150 PEEK",SEC,SRT-C SEC,5,150,4.6,50,496.42,405.66,4.6mmx50mm
Sales Rep C,Sales Rep C,12/4/2024,Standard Sales Order,SO2025003347,ACCT_1172_QHJ,ACCT_1172,FAKE-00477,9523.1,10,CA,USA,"HPLC Column,  Proteomix SCX-NP3",IEX,Proteomix SCX,3,NP,2.1,50,732.55,581.59,2.1mmx50mm
Sales Rep D,Sales Rep C,3/12/2025,Standard Sales Order,SO2023003348,ACCT_1172_LKN,ACCT_1172,FAKE-01214,4271.26,2,PA,USA,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,7.8,300,1875.0,1406.25,7.8mmx300mm
Sales Rep D,Sales Rep B,1/17/2025,Standard Sales Order,SO2024003349,ACCT_1172_ZZO,ACCT_1172,FAKE-00636,2707.79,1,,United Kingdom,"HPLC Column, BioMix SEC-300",SEC,BioMIX SEC,3,300,4.6,300,2243.0,1682.25,4.6mmx300mm
Sales Rep D,Sales Rep B,7/14/2025,Standard Sales Order,SO2025003350,ACCT_1172_ELC,ACCT_1172,FAKE-00647,1264.63,1,NJ,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,10,300,1091.41,916.98,10mmx300mm
Sales Rep A,Sales Rep B,5/10/2024,Standard Sales Order,SO2023003351,ACCT_1172_TVU,ACCT_1172,FAKE-00739,15099.5,5,,India,"HPLC Column,  SRT-C SEC-500",SEC,SRT-C SEC,5,500,7.8,300,2323.0,1626.1,7.8mmx300mm
Sales Rep C,Sales Rep A,11/1/2024,Standard Sales Order,SO2024003352,ACCT_1172_ALR,ACCT_1172,FAKE-00916,322.59,1,CA,USA,"Monomix MC10-SEC, 10µm, 3000A",SEC,Monomix MC-10 SEC,10,3000,7.8,300,313.42,223.19,7.8x300mm
Sales Rep A,Sales Rep A,9/13/2024,Standard Sales Order,SO2025003353,ACCT_1172_HYA,ACCT_1172,FAKE-00129,235.01,1,CA,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,7.8,300,210.29,159.12,7.8mmx300mm
Sales Rep A,Sales Rep C,1/21/2025,Standard Sales Order,SO2023003354,ACCT_1172_IBC,ACCT_1172,FAKE-01022,1193.57,1,MA,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,4.6,300,1025.65,806.1,4.6mmx300mm
Sales Rep A,Sales Rep B,11/4/2024,Standard Sales Order,SO2024003355,ACCT_1053_RTQ,ACCT_1053,FAKE-01131,4816.1,5,CA,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,4.6,300,1104.19,899.53,4.6mmx300mm
Sales Rep C,Sales Rep D,11/22/2024,Standard Sales Order,SO2025003356,ACCT_1053_ZMH,ACCT_1053,FAKE-01131,2063.6,2,NJ,USA,"HPLC Column,  Proteomix HIC Ethyl-NP5",HIC,Proteomix HIC Ethyl,5,NP,4.6,100,1474.0,1031.8,4.6mmx100mm
Sales Rep C,Sales Rep D,5/25/2025,Standard Sales Order,SO2023003357,ACCT_1053_MXS,ACCT_1053,FAKE-01131,272.38,1,MA,USA,"HPLC Column,  Protein A Affinity",Affinity,ProAqa Excel,20,Null,2.1,30,375.09,272.38,2.1mmx33mm
Sales Rep C,Sales Rep C,7/26/2025,Standard Sales Order,SO2024003358,ACCT_1053_VOD,ACCT_1053,FAKE-00624,1338.58,2,,South Korea,"50 x 400 col. 1fix 1adj ep -Sepax logo, REV B for EZ system",FPLC Empty Column,Generik FPLC Empty Column AF,Null,Null,Null,Null,759.89,669.29,585.43 - 740.78 ml
Sales Rep D,Sales Rep C,5/12/2025,Standard Sales Order,SO2025003359,ACCT_1053_TAN,ACCT_1053,FAKE-01131,740.97,1,NC,USA,"HPLC Column, BioMix SEC-300",SEC,BioMIX SEC,3,300,4.6,150,939.04,740.97,4.6mmx150mm
Sales Rep C,Sales Rep A,6/1/2025,Standard Sales Order,SO2023003360,ACCT_1053_IXN,ACCT_1053,FAKE-01131,4310.85,5,WI,USA,"HPLC Column,  Proteomix WCX-NP10 PEEK",IEX,Proteomix WCX,10,NP,4.6,250,1017.13,862.17,4.6mmx250mm
Sales Rep B,Sales Rep D,5/8/2025,Standard Sales Order,SO2024003361,ACCT_1053_HGB,ACCT_1053,FAKE-01131,1205.1,1,MA,USA,"HPLC Column,  Proteomix SAX-NP3",IEX,Proteomix SAX,3,NP,2.1,100,1495.0,1121.25,2.1mmx100mm
Sales Rep C,Sales Rep A,2/5/2025,Standard Sales Order,SO2025003362,ACCT_1053_IFH,ACCT_1053,FAKE-01131,2192.79,3,NY,USA,"HPLC Column,  Zenix-C SEC-80",SEC,Zenix-C SEC,3,80,7.8,50,875.31,625.55,7.8mmx50mm
Sales Rep B,Sales Rep A,6/23/2025,Standard Sales Order,SO2023003363,ACCT_0296_VVE,ACCT_0296,FAKE-00976,1196.19,3,MA,USA,"HPLC Column,  PolyRP-300",RP,PolyRP,10,300,4.6,250,539.0,350.35,4.6mmx250mm
Sales Rep D,Sales Rep C,12/19/2024,Standard Sales Order,SO2024003364,ACCT_0296_OPK,ACCT_0296,FAKE-00976,1992.6,3,MA,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,50,738.0,664.2,4.6mmx50mm
Sales Rep A,Sales Rep C,9/28/2024,Standard Sales Order,SO2025003365,ACCT_0296_CSO,ACCT_0296,FAKE-00976,961.46,1,,South Korea,"HPLC Column, Sepax, Carbomix Pb-NP5, 8% Crosslinkage",Carbomix,Carbomix Pb,5,NP,4.6,300,1124.89,961.46,4.6mmx300mm
Sales Rep C,Sales Rep C,10/1/2024,Standard Sales Order,SO2023003366,ACCT_0296_QEW,ACCT_0296,FAKE-00267,1548.9,1,MA,USA,"HPLC Column,  SRT-C SEC-300 PEEK",SEC,SRT-C SEC,5,300,4.6,300,2003.0,1502.25,4.6mmx300mm
Sales Rep D,Sales Rep D,8/1/2024,Standard Sales Order,SO2024003367,ACCT_0296_PHV,ACCT_0296,FAKE-00976,5190.75,3,,Spain,"HPLC Column,  Zenix-C SEC-150",SEC,Zenix-C SEC,3,150,7.8,300,2307.0,1730.25,7.8mmx300mm
Sales Rep A,Sales Rep C,1/22/2025,Standard Sales Order,SO2025003368,ACCT_0827_XSE,ACCT_0827,FAKE-01242,889.24,1,,Portugal,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,4.6,150,871.69,723.33,4.6mmx150mm
Sales Rep D,Sales Rep D,9/7/2024,Standard Sales Order,SO2023003369,ACCT_0827_DQS,ACCT_0827,FAKE-01242,20996.9,10,,India,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,4.6,300,1801.0,1350.75,4.6mmx300mm
Sales Rep D,Sales Rep C,7/10/2025,Standard Sales Order,SO2024003370,ACCT_0827_JFG,ACCT_0827,FAKE-01242,2963.28,2,,South Korea,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,7.8,50,1139.72,802.83,7.8mmx50mm
Sales Rep B,Sales Rep C,3/18/2025,Standard Sales Order,SO2025003371,ACCT_0827_IGM,ACCT_0827,FAKE-01242,1873.26,1,PA,USA,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,4.6,300,1801.0,1350.75,4.6mmx300mm
Sales Rep C,Sales Rep D,11/19/2024,Standard Sales Order,SO2023003372,ACCT_0827_WDU,ACCT_0827,FAKE-00284,305.87,1,MA,USA,"Iso-Prep 21.2mm Frit, 2um",Accessories,Precolumn Filter,Null,Null,Null,Null,243.0,218.7,Null
Sales Rep D,Sales Rep C,10/29/2024,Standard Sales Order,SO2024003373,ACCT_0827_BAI,ACCT_0827,FAKE-01142,620.58,1,CA,USA,Sepax Monomix H2P SAX,Tween,Monomix H2P SAX,40,NP,2.1,20,544.0,489.6,2.1mmx20mm
Sales Rep C,Sales Rep C,10/15/2024,Service sales order,SO2025003374,ACCT_0827_MBQ,ACCT_0827,FAKE-01034,1491.01,1,,Italy,"HPLC Column, SRT SEC-2000 PEEK",SEC,SRT SEC,5,2000,4.6,300,1146.93,922.62,4.6mmx300mm
Sales Rep D,Sales Rep C,11/5/2024,Standard Sales Order,SO2023003375,ACCT_0827_PQB,ACCT_0827,FAKE-00873,990.8,2,,Denmark,"HPLC Column,  Bio-C18",RP,Bio-C18,5,300,4.6,150,572.0,371.8,4.6mmx150mm
Sales Rep B,Sales Rep B,7/20/2024,Standard Sales Order,SO2024003376,ACCT_0827_HFP,ACCT_0827,FAKE-01270,1057.34,2,,Singapore,"HPLC Column,  Zenix SEC-80",SEC,Zenix SEC,3,80,7.8,300,678.49,528.67,7.8mmx300mm
Sales Rep D,Sales Rep A,4/25/2024,Service sales order,SO2025003377,ACCT_0827_PRB,ACCT_0827,FAKE-01142,2558.67,3,NJ,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,50,738.0,553.5,4.6mmx50mm
Sales Rep A,Sales Rep B,12/24/2024,Standard Sales Order,SO2023003378,ACCT_0827_YXE,ACCT_0827,FAKE-00284,1435.14,3,,Netherlands,"HPLC Column,  SRT-C SEC-2000",SEC,SRT-C SEC,5,2000,7.8,300,508.75,444.4,7.8mmx300mm
Sales Rep C,Sales Rep D,6/1/2025,Standard Sales Order,SO2024003379,ACCT_0827_LFZ,ACCT_0827,FAKE-01058,3967.05,5,,United Kingdom,"HPLC Column,  Proteomix RP-1000",RP,Proteomix RP,5,1000,4.6,50,679.66,507.05,4.6mmx50mm
Sales Rep B,Sales Rep C,4/29/2025,Standard Sales Order,SO2025003380,ACCT_0827_EUA,ACCT_0827,FAKE-00429,882.8,2,CO,USA,"HPLC GUARD Column,  Unix-C SEC-300",SEC,Unix-C SEC,1.8,300,4.6,20,394.03,350.33,4.6mmx20mm
Sales Rep C,Sales Rep D,3/10/2025,Standard Sales Order,SO2023003381,ACCT_0827_WNM,ACCT_0827,FAKE-00955,761.51,1,CA,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,7.8,50,736.0,515.2,7.8mmx50mm
Sales Rep C,Sales Rep B,10/25/2024,Standard Sales Order,SO2024003382,ACCT_0827_LMR,ACCT_0827,FAKE-00955,531.54,1,CA,USA,"HPLC Column,  SRT-C SEC-1000",SEC,SRT-C SEC,5,1000,4.6,300,408.88,352.64,4.6mmx300mm
Sales Rep B,Sales Rep B,1/23/2025,Standard Sales Order,SO2025003383,ACCT_0827_EWT,ACCT_0827,FAKE-00139,1014.24,1,MA,USA,Proteomix SCX-NP1.7,IEX,Proteomix SCX,1.7,NP,2.1,150,1048.55,810.27,2.1mmx150mm
Sales Rep C,Sales Rep C,9/3/2024,Service sales order,SO2023003384,ACCT_0827_ULN,ACCT_0827,FAKE-00052,3577.5,2,NJ,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,7.8,300,2385.0,1788.75,7.8mmx300mm
Sales Rep C,Sales Rep D,1/1/2022,Standard Sales Order,SO2024003385,ACCT_0827_WZZ,ACCT_0827,FAKE-00340,1611.61,1,MA,USA,"HPLC Column,  Bio-C4",RP,Bio-C4,5,300,4.6,150,1334.21,961.03,4.6mmx150mm
Sales Rep B,Sales Rep B,10/25/2023,Standard Sales Order,SO2025003386,ACCT_0827_HMC,ACCT_0827,FAKE-01270,5748.6,2,NJ,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,300,2211.0,1989.9,4.6mmx300mm
Sales Rep C,Sales Rep B,2/9/2025,Standard Sales Order,SO2023003387,ACCT_0827_KPW,ACCT_0827,FAKE-01000,751.56,1,,Canada,"HPLC Column,  BR-C18",RP,BR-C18,5,120,4.6,250,638.0,414.7,4.6mmx250mm
Sales Rep C,Sales Rep B,11/28/2024,Standard Sales Order,SO2024003388,ACCT_0050_HXY,ACCT_0050,FAKE-01184,6798.7,5,NY,USA,"HPLC Column,  Proteomix WCX-NP3",IEX,Proteomix WCX,3,NP,4.6,30,1231.0,923.25,4.6mmx33mm
