Current_Rep,Seller,Date,Doc_Type,Doc_No,Customer,Customer_Group,Material_Code,Amount,Sales_Qty,Ship_To_State,Billing_Country,Material_Name,Broad_Phase,Product_Phase,Particle_size,Pore_size,ID_(mm),Length_(mm),List_price,Price_Floor,Specification
Sales Rep D,Sales Rep D,4/30/2025,Invoice,SO2025015351,Account_0122_VQR,Account_0122,FAKE-00799,6181.75,5,,Australia,"Service Item, 5μm, 300Å, 4.6×150 mm",Service,General,5,300,4.6,150,1239.83,1083.63,4.6x150mm
Sales Rep C,Sales Rep C,7/1/2024,Invoice,SO2025015352,Account_0122_MQQ,Account_0122,FAKE-00849,3141.36,4,NM,USA,"Zenix SEC, 3μm, 300Å, 7.8×50 mm",SEC,Zenix SEC,3,300,7.8,50,791.13,665.2,7.8x50mm
Sales Rep A,Sales Rep A,8/2/2025,Invoice,SO2025015353,Account_0122_LRU,Account_0122,FAKE-00682,1282.14,1,MN,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",IEX,Proteomix SEC,3,1000,7.8,150,1387.76,1152.67,7.8x150mm
Sales Rep A,Sales Rep A,5/18/2025,Invoice,SO2025015354,Account_0122_OUR,Account_0122,FAKE-00015,462.09,1,NE,USA,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",RP,Zenix SEC,10,300,7.8,50,604.59,414.2,7.8x50mm
Sales Rep B,Sales Rep B,7/2/2023,Order,SO2025015355,Account_0122_ZID,Account_0122,FAKE-00692,2448.68,2,,South Korea,"HIC Item, 5μm, 300Å, 4.6×150 mm",Service,General,5,300,4.6,150,1252.74,999.21,4.6x150mm
Sales Rep C,Sales Rep C,2/11/2024,Invoice,SO2025015356,Account_0122_CGQ,Account_0122,FAKE-00052,1632.93,3,,China,"Proteomix SEC, 5μm, 300Å, 4.6×150 mm",Service,Proteomix SEC,5,300,4.6,150,682.53,497.7,4.6x150mm
Sales Rep A,Sales Rep A,5/1/2024,Invoice,SO2025015357,Account_0122_TRE,Account_0122,FAKE-00804,2483.4,3,MD,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",IEX,SRT-C SEC,3,1000,7.8,50,986.32,786.05,7.8x50mm
Sales Rep A,Sales Rep A,7/1/2023,Invoice,SO2025015358,Account_0122_WAB,Account_0122,FAKE-00772,3753.2,4,FL,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",Sepax Protein Standard,SRT-C SEC,3,1000,7.8,50,991.44,785.56,7.8x50mm
Sales Rep D,Sales Rep D,12/22/2024,Invoice,SO2025015359,Account_0122_OJR,Account_0122,FAKE-00009,482.0,2,OH,USA,"Accessories Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,243.37,206.53,4.6x150mm
Sales Rep A,Sales Rep A,8/2/2025,Invoice,SO2025015360,Account_0122_LRU,Account_0122,FAKE-00682,1282.14,1,MN,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",SEC,Proteomix SEC,3,1000,7.8,150,1387.76,1152.67,7.8x150mm
Sales Rep D,Sales Rep D,8/31/2024,Invoice,SO2025015361,Account_0122_LRR,Account_0122,FAKE-00113,323.08,2,MO,USA,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",SEC,SRT-C SEC,10,100,2.1,50,189.69,149.95,2.1x50mm
Sales Rep A,Sales Rep A,7/1/2023,Invoice,SO2025015362,Account_0122_WAB,Account_0122,FAKE-00772,3753.2,4,FL,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",Accessories,SRT-C SEC,3,1000,7.8,50,991.44,785.56,7.8x50mm
Sales Rep A,Sales Rep A,7/31/2024,Invoice,SO2025015363,Account_0122_CPJ,Account_0122,FAKE-00003,1976.3,2,AZ,USA,"Accessories Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1016.79,941.94,4.6x150mm
Sales Rep C,Sales Rep C,9/15/2024,Invoice,SO2025015364,Account_0122_ZBA,Account_0122,FAKE-00040,3219.6,5,,Japan,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",Service,General,5,300,4.6,150,720.98,643.64,4.6x150mm
Sales Rep D,Sales Rep D,8/31/2024,Invoice,SO2025015365,Account_0122_LRR,Account_0122,FAKE-00113,323.08,2,MO,USA,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",SEC,SRT-C SEC,10,100,2.1,50,189.69,149.95,2.1x50mm
Sales Rep D,Sales Rep D,7/17/2025,Invoice,SO2025015366,Account_0122_ASS,Account_0122,FAKE-00008,1583.98,2,,Switzerland,"FPLC Empty Column Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,809.39,604.84,4.6x150mm
Sales Rep C,Sales Rep C,2/11/2024,Invoice,SO2025015367,Account_0122_CGQ,Account_0122,FAKE-00052,1632.93,3,,China,"Proteomix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Proteomix SEC,5,300,4.6,150,682.53,497.7,4.6x150mm
Sales Rep A,Sales Rep A,5/1/2024,Invoice,SO2025015368,Account_0122_TRE,Account_0122,FAKE-00804,2483.4,3,MD,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",SEC,SRT-C SEC,3,1000,7.8,50,986.32,786.05,7.8x50mm
Sales Rep C,Sales Rep C,2/23/2023,Invoice,SO2025015369,Account_0122_WSS,Account_0122,FAKE-00704,803.34,1,PA,USA,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,846.49,728.7,4.6x150mm
Sales Rep D,Sales Rep D,7/17/2025,Invoice,SO2025015370,Account_0122_ASS,Account_0122,FAKE-00008,1583.98,2,,Switzerland,"FPLC Empty Column Item, 5μm, 300Å, 4.6×150 mm",Accessories,General,5,300,4.6,150,809.39,604.84,4.6x150mm
Sales Rep A,Sales Rep A,8/2/2025,Invoice,SO2025015371,Account_0122_LRU,Account_0122,FAKE-00682,1282.14,1,MN,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",SEC,Proteomix SEC,3,1000,7.8,150,1387.76,1152.67,7.8x150mm
Sales Rep A,Sales Rep A,7/1/2023,Invoice,SO2025015372,Account_0122_WAB,Account_0122,FAKE-00772,3753.2,4,FL,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",Accessories,SRT-C SEC,3,1000,7.8,50,991.44,785.56,7.8x50mm
Sales Rep D,Sales Rep D,12/22/2024,Invoice,SO2025015373,Account_0122_OJR,Account_0122,FAKE-00009,482.0,2,OH,USA,"Accessories Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,243.37,206.53,4.6x150mm
Sales Rep B,Sales Rep B,7/2/2023,Order,SO2025015374,Account_0122_ZID,Account_0122,FAKE-00692,2448.68,2,,South Korea,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1252.74,999.21,4.6x150mm
Sales Rep A,Sales Rep A,7/1/2023,Invoice,SO2025015375,Account_0122_WAB,Account_0122,FAKE-00772,3753.2,4,FL,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",Affinity,SRT-C SEC,3,1000,7.8,50,991.44,785.56,7.8x50mm
Sales Rep C,Sales Rep C,2/11/2024,Invoice,SO2025015376,Account_0122_CGQ,Account_0122,FAKE-00052,1632.93,3,,China,"Proteomix SEC, 5μm, 300Å, 4.6×150 mm",Null,Proteomix SEC,5,300,4.6,150,682.53,497.7,4.6x150mm
Sales Rep A,Sales Rep A,8/2/2025,Invoice,SO2025015377,Account_0122_LRU,Account_0122,FAKE-00682,1282.14,1,MN,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",SEC,Proteomix SEC,3,1000,7.8,150,1387.76,1152.67,7.8x150mm
Sales Rep A,Sales Rep A,7/1/2023,Invoice,SO2025015378,Account_0122_WAB,Account_0122,FAKE-00772,3753.2,4,FL,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",SEC,SRT-C SEC,3,1000,7.8,50,991.44,785.56,7.8x50mm
Sales Rep A,Sales Rep A,5/1/2024,Invoice,SO2025015379,Account_0122_TRE,Account_0122,FAKE-00804,2483.4,3,MD,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",SEC,SRT-C SEC,3,1000,7.8,50,986.32,786.05,7.8x50mm
Sales Rep D,Sales Rep D,8/31/2024,Invoice,SO2025015380,Account_0122_LRR,Account_0122,FAKE-00113,323.08,2,MO,USA,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",Accessories,SRT-C SEC,10,100,2.1,50,189.69,149.95,2.1x50mm
Sales Rep B,Sales Rep B,9/29/2024,Invoice,SO2025015381,Account_0122_NEJ,Account_0122,FAKE-00003,880.54,1,VT,USA,"SRT-C SEC, 5μm, 300Å, 4.6×300 mm",SEC,SRT-C SEC,5,300,4.6,300,1087.65,875.63,4.6x300mm
Sales Rep D,Sales Rep D,7/17/2025,Invoice,SO2025015382,Account_0122_ASS,Account_0122,FAKE-00008,1583.98,2,,Switzerland,"FPLC Empty Column Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,809.39,604.84,4.6x150mm
Sales Rep A,Sales Rep A,5/1/2024,Invoice,SO2025015383,Account_0122_TRE,Account_0122,FAKE-00804,2483.4,3,MD,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",RP,SRT-C SEC,3,1000,7.8,50,986.32,786.05,7.8x50mm
Sales Rep A,Sales Rep A,8/2/2025,Invoice,SO2025015384,Account_0122_LRU,Account_0122,FAKE-00682,1282.14,1,MN,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",SEC,Proteomix SEC,3,1000,7.8,150,1387.76,1152.67,7.8x150mm
Sales Rep A,Sales Rep A,5/1/2024,Invoice,SO2025015385,Account_0122_TRE,Account_0122,FAKE-00804,2483.4,3,MD,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",HIC,SRT-C SEC,3,1000,7.8,50,986.32,786.05,7.8x50mm
Sales Rep B,Sales Rep B,10/16/2024,Invoice,SO2025015386,Account_0122_FQU,Account_0122,FAKE-00019,5960.05,5,,Japan,"Accessories Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1417.78,1083.74,4.6x150mm
Sales Rep D,Sales Rep D,8/31/2024,Invoice,SO2025015387,Account_0122_LRR,Account_0122,FAKE-00113,323.08,2,MO,USA,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",HIC,SRT-C SEC,10,100,2.1,50,189.69,149.95,2.1x50mm
Sales Rep D,Sales Rep D,4/30/2025,Invoice,SO2025015388,Account_0122_VQR,Account_0122,FAKE-00799,6181.75,5,,Australia,"Service Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1239.83,1083.63,4.6x150mm
Sales Rep C,Sales Rep C,9/15/2024,Invoice,SO2025015389,Account_0122_ZBA,Account_0122,FAKE-00040,3219.6,5,,Japan,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,720.98,643.64,4.6x150mm
Sales Rep C,Sales Rep C,9/15/2024,Invoice,SO2025015390,Account_0122_ZBA,Account_0122,FAKE-00040,3219.6,5,,Japan,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,720.98,643.64,4.6x150mm
Sales Rep D,Sales Rep D,7/17/2025,Invoice,SO2025015391,Account_0122_ASS,Account_0122,FAKE-00008,1583.98,2,,Switzerland,"FPLC Empty Column Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,809.39,604.84,4.6x150mm
Sales Rep D,Sales Rep D,8/31/2024,Invoice,SO2025015392,Account_0122_LRR,Account_0122,FAKE-00113,323.08,2,MO,USA,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",SEC,SRT-C SEC,10,100,2.1,50,189.69,149.95,2.1x50mm
Sales Rep C,Sales Rep C,2/11/2024,Invoice,SO2025015393,Account_0122_CGQ,Account_0122,FAKE-00052,1632.93,3,,China,"Proteomix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Proteomix SEC,5,300,4.6,150,682.53,497.7,4.6x150mm
Sales Rep D,Sales Rep D,8/31/2024,Invoice,SO2025015394,Account_0122_LRR,Account_0122,FAKE-00113,323.08,2,MO,USA,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",IEX,SRT-C SEC,10,100,2.1,50,189.69,149.95,2.1x50mm
Sales Rep C,Sales Rep C,7/1/2024,Invoice,SO2025015395,Account_0122_MQQ,Account_0122,FAKE-00849,3141.36,4,NM,USA,"Zenix SEC, 3μm, 300Å, 7.8×50 mm",Carbomix,Zenix SEC,3,300,7.8,50,791.13,665.2,7.8x50mm
Sales Rep A,Sales Rep A,8/2/2025,Invoice,SO2025015396,Account_0122_LRU,Account_0122,FAKE-00682,1282.14,1,MN,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",SEC,Proteomix SEC,3,1000,7.8,150,1387.76,1152.67,7.8x150mm
Sales Rep B,Sales Rep B,9/29/2024,Invoice,SO2025015397,Account_0122_NEJ,Account_0122,FAKE-00003,880.54,1,VT,USA,"SRT-C SEC, 5μm, 300Å, 4.6×300 mm",SEC,SRT-C SEC,5,300,4.6,300,1087.65,875.63,4.6x300mm
Sales Rep D,Sales Rep D,12/8/2024,Invoice,SO2025015398,Account_0122_KZS,Account_0122,FAKE-00046,3422.36,4,ME,USA,"SRT-C SEC, 5μm, 300Å, 4.6×300 mm",IEX,SRT-C SEC,5,300,4.6,300,1095.72,810.88,4.6x300mm
Sales Rep D,Sales Rep D,12/8/2024,Invoice,SO2025015399,Account_0122_KZS,Account_0122,FAKE-00046,3422.36,4,ME,USA,"SRT-C SEC, 5μm, 300Å, 4.6×300 mm",RP,SRT-C SEC,5,300,4.6,300,1095.72,810.88,4.6x300mm
Sales Rep D,Sales Rep D,12/8/2024,Invoice,SO2025015400,Account_0122_KZS,Account_0122,FAKE-00046,3422.36,4,ME,USA,"SRT-C SEC, 5μm, 300Å, 4.6×300 mm",SEC,SRT-C SEC,5,300,4.6,300,1095.72,810.88,4.6x300mm
Sales Rep B,Sales Rep B,10/16/2024,Invoice,SO2025015401,Account_0122_FQU,Account_0122,FAKE-00019,5960.05,5,,Japan,"Accessories Item, 5μm, 300Å, 4.6×150 mm",RP,General,5,300,4.6,150,1417.78,1083.74,4.6x150mm
Sales Rep B,Sales Rep B,1/25/2024,Invoice,SO2025015402,Account_0122_JGX,Account_0122,FAKE-00009,2446.92,4,,Mexico,"Zenix SEC, 3μm, 1000Å, 4.6×50 mm",HIC,Zenix SEC,3,1000,4.6,50,655.48,535.36,4.6x50mm
Sales Rep B,Sales Rep B,7/2/2023,Order,SO2025015403,Account_0122_ZID,Account_0122,FAKE-00692,2448.68,2,,South Korea,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1252.74,999.21,4.6x150mm
Sales Rep A,Sales Rep A,8/2/2025,Invoice,SO2025015404,Account_0122_LRU,Account_0122,FAKE-00682,1282.14,1,MN,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",SEC,Proteomix SEC,3,1000,7.8,150,1387.76,1152.67,7.8x150mm
Sales Rep A,Sales Rep A,7/1/2023,Invoice,SO2025015405,Account_0122_WAB,Account_0122,FAKE-00772,3753.2,4,FL,USA,"SRT-C SEC, 3μm, 1000Å, 7.8×50 mm",SEC,SRT-C SEC,3,1000,7.8,50,991.44,785.56,7.8x50mm
Sales Rep B,Sales Rep B,10/16/2024,Invoice,SO2025015406,Account_0122_FQU,Account_0122,FAKE-00019,5960.05,5,,Japan,"Accessories Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1417.78,1083.74,4.6x150mm
Sales Rep A,Sales Rep A,7/31/2024,Invoice,SO2025015407,Account_0122_CPJ,Account_0122,FAKE-00003,1976.3,2,AZ,USA,"Accessories Item, 5μm, 300Å, 4.6×150 mm",Bulk,General,5,300,4.6,150,1016.79,941.94,4.6x150mm
Sales Rep C,Sales Rep C,7/1/2024,Invoice,SO2025015408,Account_0122_MQQ,Account_0122,FAKE-00849,3141.36,4,NM,USA,"Zenix SEC, 3μm, 300Å, 7.8×50 mm",Service,Zenix SEC,3,300,7.8,50,791.13,665.2,7.8x50mm
Sales Rep B,Sales Rep B,1/25/2024,Invoice,SO2025015409,Account_0122_JGX,Account_0122,FAKE-00009,2446.92,4,,Mexico,"Zenix SEC, 3μm, 1000Å, 4.6×50 mm",SEC,Zenix SEC,3,1000,4.6,50,655.48,535.36,4.6x50mm
Sales Rep C,Sales Rep C,9/15/2024,Invoice,SO2025015410,Account_0122_ZBA,Account_0122,FAKE-00040,3219.6,5,,Japan,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,720.98,643.64,4.6x150mm
Sales Rep B,Sales Rep B,1/25/2024,Invoice,SO2025015411,Account_0122_JGX,Account_0122,FAKE-00009,2446.92,4,,Mexico,"Zenix SEC, 3μm, 1000Å, 4.6×50 mm",SEC,Zenix SEC,3,1000,4.6,50,655.48,535.36,4.6x50mm
Sales Rep C,Sales Rep C,2/23/2023,Invoice,SO2025015412,Account_0122_WSS,Account_0122,FAKE-00704,803.34,1,PA,USA,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,846.49,728.7,4.6x150mm
Sales Rep B,Sales Rep B,10/16/2024,Invoice,SO2025015413,Account_0122_FQU,Account_0122,FAKE-00019,5960.05,5,,Japan,"Accessories Item, 5μm, 300Å, 4.6×150 mm",Service,General,5,300,4.6,150,1417.78,1083.74,4.6x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025000137,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",SEC,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015414,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",Accessories,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015415,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",SEC,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015416,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",SEC,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015417,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",Service,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015418,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",SEC,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015419,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",SEC,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015420,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",RP,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015421,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",SEC,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep A,Sales Rep A,5/3/2024,Invoice,SO2025015422,Account_0813_GZO,Account_0813,FAKE-00664,2070.32,4,OR,USA,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",SEC,Zenix SEC,3,100,2.1,150,548.01,452.5,2.1x150mm
Sales Rep C,Sales Rep C,5/1/2023,Invoice,SO2023000138,Account_0081_ZNZ,Account_0081,FAKE-00055,3417.0,3,NM,USA,"Accessories Item, 5μm, 300Å, 4.6×150 mm",IEX,General,5,300,4.6,150,1327.11,1132.35,4.6x150mm
Sales Rep A,Sales Rep A,5/3/2023,Invoice,SO2023000738,Account_0081_VRY,Account_0081,FAKE-00005,2086.64,4,,Ireland,"Proteomix SCX, 10μm, 100Å, 2.1×300 mm",Service,Proteomix SCX,10,100,2.1,300,614.48,515.0,2.1x300mm
Sales Rep D,Sales Rep D,2/17/2023,Invoice,SO2024001003,Account_0081_FIW,Account_0081,FAKE-00014,2655.2,5,,Israel,"Zenix SEC, 3μm, 100Å, 2.1×150 mm",RP,Zenix SEC,3,100,2.1,150,596.82,461.11,2.1x150mm
Sales Rep D,Sales Rep D,8/1/2023,Invoice,SO2025002597,Account_0081_YAY,Account_0081,FAKE-00020,4097.55,3,,Australia,"Zenix SEC, 5μm, 1000Å, 7.8×300 mm",SEC,Zenix SEC,5,1000,7.8,300,1626.31,1253.92,7.8x300mm
Sales Rep B,Sales Rep B,1/25/2025,Invoice,SO2024002686,Account_0081_AZQ,Account_0081,FAKE-00923,3524.31,3,,Netherlands,"Carbomix Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1262.1,1012.94,4.6x150mm
Sales Rep A,Sales Rep A,5/20/2024,Invoice,SO2024003787,Account_0081_FHZ,Account_0081,FAKE-00940,477.81,3,,China,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",SEC,SRT-C SEC,10,100,2.1,50,188.17,155.75,2.1x50mm
Sales Rep D,Sales Rep D,3/3/2024,Invoice,SO2025003974,Account_0081_TJS,Account_0081,FAKE-00977,3906.56,4,,Australia,"Service Item, 5μm, 300Å, 4.6×150 mm",Sepax Protein Standard,General,5,300,4.6,150,1183.06,866.25,4.6x150mm
Sales Rep C,Sales Rep C,1/25/2024,Invoice,SO2024004555,Account_0081_IBG,Account_0081,FAKE-00023,297.1,1,,Sweden,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",HIC,General,5,300,4.6,150,306.2,269.9,4.6x150mm
Sales Rep B,Sales Rep B,8/27/2023,Invoice,SO2023004968,Account_0081_JMU,Account_0081,FAKE-00002,884.98,2,,Mexico,"Proteomix SAX, 10μm, 1000Å, 2.1×150 mm",SEC,Proteomix SAX,10,1000,2.1,150,467.35,371.16,2.1x150mm
Sales Rep C,Sales Rep C,4/4/2025,Invoice,SO2023006168,Account_0081_JHP,Account_0081,FAKE-00078,906.51,1,,South Korea,"C18, 3μm, 100Å, 4.6×300 mm",SEC,C18,3,100,4.6,300,968.11,691.8,4.6x300mm
Sales Rep B,Sales Rep B,4/2/2023,Invoice,SO2023006276,Account_0081_XJP,Account_0081,FAKE-00700,2177.9,2,LA,USA,"Tween Item, 5μm, 300Å, 4.6×150 mm",HIC,General,5,300,4.6,150,1148.71,961.12,4.6x150mm
Sales Rep D,Sales Rep D,11/13/2023,Invoice,SO2025006374,Account_0081_IFC,Account_0081,FAKE-00060,4199.01,3,ID,USA,"Zenix SEC, 5μm, 1000Å, 7.8×300 mm",SEC,Zenix SEC,5,1000,7.8,300,1700.99,1283.55,7.8x300mm
Sales Rep B,Sales Rep B,5/30/2024,Invoice,SO2023007704,Account_0081_OFS,Account_0081,FAKE-00079,1359.62,2,KS,USA,"SRT-C SEC, 10μm, 100Å, 4.6×250 mm",Service,SRT-C SEC,10,100,4.6,250,808.32,636.93,4.6x250mm
Sales Rep A,Sales Rep A,3/15/2025,Order,SO2023008280,Account_0081_OAE,Account_0081,FAKE-00795,2433.48,2,,Japan,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",IEX,Proteomix SEC,3,1000,7.8,150,1400.99,1147.65,7.8x150mm
Sales Rep D,Sales Rep D,12/6/2024,Invoice,SO2023008679,Account_0081_GJW,Account_0081,FAKE-00113,2609.88,2,NV,USA,"SRT-C SEC, 5μm, 1000Å, 4.6×300 mm",RP,SRT-C SEC,5,1000,4.6,300,1328.8,1095.82,4.6x300mm
Sales Rep A,Sales Rep A,2/2/2024,Order,SO2024009235,Account_0081_HSH,Account_0081,FAKE-00035,972.55,5,NC,USA,"Service Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,242.8,180.56,4.6x150mm
Sales Rep A,Sales Rep A,5/18/2023,Order,SO2025009698,Account_0081_INO,Account_0081,FAKE-00772,814.96,1,,Japan,"Zenix SEC, 3μm, 300Å, 7.8×50 mm",RP,Zenix SEC,3,300,7.8,50,827.04,684.54,7.8x50mm
Sales Rep B,Sales Rep B,8/3/2025,Order,SO2025009851,Account_0081_QEL,Account_0081,FAKE-00001,1055.6,2,TX,USA,"Proteomix SAX, 3μm, 100Å, 7.8×50 mm",SEC,Proteomix SAX,3,100,7.8,50,639.66,510.03,7.8x50mm
Sales Rep C,Sales Rep C,4/1/2023,Order,SO2023011340,Account_0081_OEB,Account_0081,FAKE-00008,3084.63,3,MD,USA,"C18, 3μm, 1000Å, 4.6×300 mm",SEC,C18,3,1000,4.6,300,1212.05,1007.6,4.6x300mm
Sales Rep C,Sales Rep C,10/4/2024,Invoice,SO2024011431,Account_0081_EBL,Account_0081,FAKE-00681,2621.7,3,,UK,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",Tween,SRT-C SEC,10,1000,4.6,250,998.84,866.4,4.6x250mm
Sales Rep D,Sales Rep D,7/30/2024,Order,SO2024012742,Account_0081_SCU,Account_0081,FAKE-00053,2922.28,2,,Japan,"Zenix SEC, 5μm, 1000Å, 7.8×300 mm",SEC,Zenix SEC,5,1000,7.8,300,1674.69,1295.02,7.8x300mm
Sales Rep C,Sales Rep C,5/4/2023,Invoice,SO2023013875,Account_0081_PZG,Account_0081,FAKE-01229,2189.46,2,AL,USA,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",Bulk,Proteomix SEC,3,1000,7.8,150,1472.71,1086.22,7.8x150mm
Sales Rep B,Sales Rep B,4/2/2023,Invoice,SO2025015423,Account_0081_XJP,Account_0081,FAKE-00700,2177.9,2,LA,USA,"Tween Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1148.71,961.12,4.6x150mm
Sales Rep A,Sales Rep A,5/20/2024,Invoice,SO2025015424,Account_0081_FHZ,Account_0081,FAKE-00940,477.81,3,,China,"SRT-C SEC, 10μm, 100Å, 2.1×50 mm",IEX,SRT-C SEC,10,100,2.1,50,188.17,155.75,2.1x50mm
Sales Rep A,Sales Rep A,5/3/2023,Invoice,SO2025015425,Account_0081_VRY,Account_0081,FAKE-00005,2086.64,4,,Ireland,"Proteomix SCX, 10μm, 100Å, 2.1×300 mm",SEC,Proteomix SCX,10,100,2.1,300,614.48,515.0,2.1x300mm
Sales Rep C,Sales Rep C,1/25/2024,Invoice,SO2025015426,Account_0081_IBG,Account_0081,FAKE-00023,297.1,1,,Sweden,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,306.2,269.9,4.6x150mm
Sales Rep B,Sales Rep B,1/25/2025,Invoice,SO2025015427,Account_0081_AZQ,Account_0081,FAKE-00923,3524.31,3,,Netherlands,"Carbomix Item, 5μm, 300Å, 4.6×150 mm",HIC,General,5,300,4.6,150,1262.1,1012.94,4.6x150mm
